КодЗаказа	ДатаРазмещения	ДатаИсполнения	Марка	Категория	Цена	Скидка	Количество	БазоваяЦена	Заказчик	ГородЗаказчика	СтранаЗаказчика	НазваниеПолучателя	СтранаПолучателя	Менеджер	Филиал	Поставщик	ГородПоставщика	СтранаПоставщика	Перевозчик	СтоимостьДоставки	СтоимостьДоставкиШт	ПоставкиПрекращены
10880	10.02.1998	18.02.1998	Gudbrandsdalsost	Молочные продукты	90	0,200000003	30	1620	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Кралев	Россия	Norske Meierier	Сандвикен	Норвегия	Ространс	88,01	0,422448	0
10880	10.02.1998	18.02.1998	Camembert Pierrot	Молочные продукты	285	0,200000003	30	1540	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Кралев	Россия	Gai paturage	Аннеси	Франция	Ространс	88,01	1,337752	0
10880	10.02.1998	18.02.1998	Uncle Bob's Organic Dried Pears	Фрукты	150	0,200000003	50	1350	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Кралев	Россия	Grandma Kelly's Homestead	Анн-Арбор	США	Ространс	88,01	0,70408	0
10881	11.02.1998	18.02.1998	Ikura	Рыбопродукты	150	0	10	1395	Cactus Comidas para llevar	Буэнос-Айрес	Аргентина	Cactus Comidas para llevar	Аргентина	Воронова	Украина	Tokyo Traders	Токио	Япония	Ространс	2,84	0,284	0
10882	11.02.1998	20.02.1998	Chocolade	Кондитерские изделия	200	0,150000006	20	573,75	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Воронова	Украина	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Иное	23,1	0,46742209631728	0
10882	11.02.1998	20.02.1998	Perth Pasties	Мясо/птица	74,5	0,150000006	32	1476	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Воронова	Украина	G'day, Mate	Сидней	Австралия	Иное	23,1	0,174114730878187	0
10882	11.02.1998	20.02.1998	Jack's New England Clam Chowder	Рыбопродукты	140	0	25	434,25	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Воронова	Украина	New England Seafood Cannery	Бостон	США	Иное	23,1	0,327195467422096	0
10883	12.02.1998	20.02.1998	Outback Lager	Напитки	45	0	8	675	Lonesome Pine Restaurant	Портленд	США	Lonesome Pine Restaurant	США	Крылова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	0,53	0,06625	0
10884	12.02.1998	13.02.1998	Laughing Lumberjack Lager	Напитки	100	0,050000001	40	630	Let's Stop N Shop	Сан-Франциско	США	Let's Stop N Shop	США	Воронова	Украина	Bigfoot Breweries	Бенд	США	Почта	90,97	0,627119812491383	0
10884	12.02.1998	13.02.1998	Chang	Напитки	210,5	0,050000001	12	855	Let's Stop N Shop	Сан-Франциско	США	Let's Stop N Shop	США	Воронова	Украина	ООО Экзотика	Москва	Россия	Почта	90,97	1,32008720529436	0
10884	12.02.1998	13.02.1998	Pate chinois	Мясо/птица	380	0,050000001	21	1080	Let's Stop N Shop	Сан-Франциско	США	Let's Stop N Shop	США	Воронова	Украина	Ma Maison	Монреаль	Канада	Почта	90,97	2,38305528746726	0
10885	12.02.1998	18.02.1998	Outback Lager	Напитки	45	0	12	675	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Акбаев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	5,64	0,0209925558312655	0
10885	12.02.1998	18.02.1998	Pavlova	Кондитерские изделия	190	0	20	785,25	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Акбаев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	5,64	0,0886352357320099	0
10885	12.02.1998	18.02.1998	Uncle Bob's Organic Dried Pears	Фрукты	150	0	30	1350	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Акбаев	Россия	Grandma Kelly's Homestead	Анн-Арбор	США	Иное	5,64	0,0699751861042184	0
10885	12.02.1998	18.02.1998	Tofu	Фрукты	130	0	25	1046,25	Supremes delices	Шарлеруа	Бельгия	Supremes delices	Бельгия	Акбаев	Россия	Mayumi's	Осака	Япония	Иное	5,64	0,0606451612903226	0
10886	13.02.1998	02.03.1998	Guarana Fantastica	Напитки	310	0	70	202,5	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Белова	Россия	Refrescos Americanas LTDA	Сан-Паулу	Бразилия	Ространс	4,99	0,0494612310151879	1
10886	13.02.1998	02.03.1998	Original Frankfurter grune Sosse	Приправы	125	0	35	585	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Белова	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Ространс	4,99	0,0199440447641887	0
10886	13.02.1998	02.03.1998	Tofu	Фрукты	130	0	40	1046,25	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Белова	Россия	Mayumi's	Осака	Япония	Ространс	4,99	0,0207418065547562	0
10887	13.02.1998	16.02.1998	Flotemysost	Молочные продукты	140	0	5	967,5	Galeria del gastrуnomo	Барселона	Испания	Galeria del gastronomo	Испания	Крылова	Россия	Norske Meierier	Сандвикен	Норвегия	Иное	1,25	0,25	0
10888	16.02.1998	23.02.1998	Chef Anton's Gumbo Mix	Приправы	125	0	18	960,75	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Белова	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	51,87	1,07169421487603	1
10888	16.02.1998	23.02.1998	Pavlova	Кондитерские изделия	190	0	20	785,25	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Белова	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Почта	51,87	1,62897520661157	0
10889	16.02.1998	23.02.1998	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	210	0	40	630	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Ясенева	Украина	АО Германия-Россия	Москва	Россия	Иное	280,61	0,517821616871705	0
10889	16.02.1998	23.02.1998	Gravad lax	Рыбопродукты	2635	0	40	1170	Rattlesnake Canyon Grocery	Альбукерке	США	Rattlesnake Canyon Grocery	США	Ясенева	Украина	Svensk Sjofoda AB	Стокгольм	Швеция	Иное	280,61	6,4974283831283	0
10890	16.02.1998	18.02.1998	Vegie-spread	Приправы	390	0	15	1975,5	Du monde entier	Нант	Франция	Du monde entier	Франция	Кралев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	32,76	1,48545517963028	0
10890	16.02.1998	18.02.1998	Geitost	Молочные продукты	140	0	10	112,5	Du monde entier	Нант	Франция	Du monde entier	Франция	Кралев	Россия	Norske Meierier	Сандвикен	Норвегия	Ространс	32,76	0,533240320892919	0
10890	16.02.1998	18.02.1998	Boston Crab Meat	Рыбопродукты	96,5	0	14	828	Du monde entier	Нант	Франция	Du monde entier	Франция	Кралев	Россия	New England Seafood Cannery	Бостон	США	Ространс	32,76	0,367554935472619	0
10891	17.02.1998	19.02.1998	Lakkalikoori	Напитки	258,9	0,050000001	15	810	Lehmanns Marktstand	Франкфурт	Германия	Lehmanns Marktstand	Германия	Кралев	Россия	Karkki Oy	Лапинранта	Финляндия	Почта	20,37	1,358	0
10892	17.02.1998	19.02.1998	Escargots de Bourgogne	Рыбопродукты	550	0,050000001	40	596,25	Maison Dewey	Брюссель	Бельгия	Maison Dewey	Бельгия	Воронова	Украина	Escargots Nouveaux	Монсо	Франция	Почта	120,27	3,00675	0
10893	18.02.1998	20.02.1998	Outback Lager	Напитки	45	0	10	675	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Ясенева	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Почта	77,78	0,0636137772599966	0
10893	18.02.1998	20.02.1998	Rhonbrau Klosterbier	Напитки	1237,9	0	24	348,75	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Ясенева	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	77,78	1,74994433044777	0
10893	18.02.1998	20.02.1998	Lakkalikoori	Напитки	258,9	0	35	810	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Ясенева	Украина	Karkki Oy	Лапинранта	Финляндия	Почта	77,78	0,365991265169181	0
10893	18.02.1998	20.02.1998	Steeleye Stout	Напитки	190	0	20	810	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Ясенева	Украина	Bigfoot Breweries	Бенд	США	Почта	77,78	0,268591503986652	0
10893	18.02.1998	20.02.1998	Gustaf's Knackebrod	Хлебобулочные изделия	400	0	30	945	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Ясенева	Украина	PB Knackebrod AB	Гетеборг	Швеция	Почта	77,78	0,565455797866637	0
10894	18.02.1998	20.02.1998	Grandma's Boysenberry Spread	Приправы	360	0,050000001	50	1125	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Белова	Россия	Karkki Oy	Лапинранта	Финляндия	Ространс	116,13	1,44260869565217	0
10894	18.02.1998	20.02.1998	Schoggi Schokolade	Кондитерские изделия	60	0,050000001	28	1975,5	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Белова	Россия	АО Германия-Россия	Москва	Россия	Ространс	116,13	0,240434782608696	0
10894	18.02.1998	20.02.1998	Queso Manchego La Pastora	Молочные продукты	77,5	0,050000001	120	1710	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Белова	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Ространс	116,13	0,310561594202899	0
10895	18.02.1998	23.02.1998	Outback Lager	Напитки	45	0	110	675	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	162,75	0,114803116280528	0
10895	18.02.1998	23.02.1998	Cote de Blaye	Напитки	180	0	45	11857,5	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	Aux joyeux ecclesiastiques	Париж	Франция	Ространс	162,75	0,459212465122112	0
10895	18.02.1998	23.02.1998	Chartreuse verte	Напитки	184	0	91	810	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	Aux joyeux ecclesiastiques	Париж	Франция	Ространс	162,75	0,46941718656927	0
10895	18.02.1998	23.02.1998	Raclette Courdavault	Молочные продукты	340	0	100	2475	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	Gai paturage	Аннеси	Франция	Ространс	162,75	0,867401323008433	0
10896	19.02.1998	27.02.1998	Gula Malacca	Приправы	95	0	15	875,25	Maison Dewey	Брюссель	Бельгия	Maison Dewey	Бельгия	Кралев	Россия	Leka Trading	Сингапур	Сингапур	Иное	32,45	0,410759493670886	0
10896	19.02.1998	27.02.1998	Pate chinois	Мясо/птица	380	0	16	1080	Maison Dewey	Брюссель	Бельгия	Maison Dewey	Бельгия	Кралев	Россия	Ma Maison	Монреаль	Канада	Иное	32,45	1,64303797468354	0
10897	19.02.1998	25.02.1998	Rhonbrau Klosterbier	Напитки	1237,9	0	80	348,75	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Бабкина	Украина	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	603,54	6,89529872896216	0
10897	19.02.1998	25.02.1998	Lakkalikoori	Напитки	258,9	0	36	810	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Бабкина	Украина	Karkki Oy	Лапинранта	Финляндия	Почта	603,54	1,44211393563964	0
10898	20.02.1998	06.03.1998	Schoggi Schokolade	Кондитерские изделия	60	0	5	1975,5	Oceano Atlantico Ltda.	Буэнос-Айрес	Аргентина	Oceano Atlantico Ltda.	Аргентина	Воронова	Украина	АО Германия-Россия	Москва	Россия	Почта	1,27	0,254	0
10899	20.02.1998	26.02.1998	Cote de Blaye	Напитки	180	0,150000006	8	11857,5	LILA-Supermercado	Баркисимето	Венесуэла	LILA-Supermercado	Венесуэлла	Кротов	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Иное	1,21	0,15125	0
10900	20.02.1998	04.03.1998	Uncle Bob's Organic Dried Pears	Фрукты	150	0,25	3	1350	Wellington Importadora	Ресенде	Бразилия	Wellington Importadora	Бразилия	Белова	Россия	Grandma Kelly's Homestead	Анн-Арбор	США	Почта	1,66	0,553333333333333	0
10901	23.02.1998	26.02.1998	Northwoods Cranberry Sauce	Приправы	215	0	30	1800	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Воронова	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Ространс	62,09	1,42850187265918	0
10901	23.02.1998	26.02.1998	Boston Crab Meat	Рыбопродукты	96,5	0	30	828	HILARION-Abastos	Сан-Кристобаль	Венесуэла	HILARION-Abastos	Венесуэлла	Воронова	Украина	New England Seafood Cannery	Бостон	США	Ространс	62,09	0,641164794007491	0
10902	23.02.1998	03.03.1998	Sirop d'erable	Приправы	493	0,150000006	6	1282,5	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Белова	Россия	Forots d'Erables	Сте-Хиацинте	Канада	Ространс	44,15	2,14273971254184	0
10902	23.02.1998	03.03.1998	Tourtiere	Мясо/птица	240	0,150000006	30	335,25	Folk och fa HB	Брекке	Швеция	Folk och fa HB	Швеция	Белова	Россия	Ma Maison	Монреаль	Канада	Ространс	44,15	1,0431187241583	0
10903	24.02.1998	04.03.1998	Chang	Напитки	210,5	0	21	855	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Бабкина	Украина	ООО Экзотика	Москва	Россия	Иное	36,71	0,829081594335068	0
10903	24.02.1998	04.03.1998	Chef Anton's Gumbo Mix	Приправы	125	0	20	960,75	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Бабкина	Украина	New Orleans Cajun Delights	Новый Орлеан	США	Иное	36,71	0,492328737728663	1
10903	24.02.1998	04.03.1998	Schoggi Schokolade	Кондитерские изделия	60	0	40	1975,5	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Бабкина	Украина	АО Германия-Россия	Москва	Россия	Иное	36,71	0,236317794109758	0
10904	24.02.1998	27.02.1998	Sirop d'erable	Приправы	493	0	35	1282,5	White Clover Markets	Сиэтл	США	White Clover Markets	США	Бабкина	Украина	Forots d'Erables	Сте-Хиацинте	Канада	Иное	162,95	4,1748395478758	0
10904	24.02.1998	27.02.1998	Ravioli Angelo	Хлебобулочные изделия	132,5	0	15	877,5	White Clover Markets	Сиэтл	США	White Clover Markets	США	Бабкина	Украина	Pasta Buttini s.r.l.	Салерно	Италия	Иное	162,95	1,12204105495648	0
10905	24.02.1998	06.03.1998	Genen Shouyu	Приправы	180	0,050000001	20	697,5	Wellington Importadora	Ресенде	Бразилия	Wellington Importadora	Бразилия	Ясенева	Украина	Mayumi's	Осака	Япония	Почта	13,72	0,686	1
10906	25.02.1998	03.03.1998	Camembert Pierrot	Молочные продукты	285	0	15	1540	Wolski  Zajazd	Варшава	Польша	Wolski Zajazd	Польша	Воронова	Украина	Gai paturage	Аннеси	Франция	Иное	26,29	1,75266666666667	0
10907	25.02.1998	27.02.1998	Queso Manchego La Pastora	Молочные продукты	77,5	0	14	1710	Specialites du monde	Париж	Франция	Specialites du monde	Франция	Акбаев	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Иное	9,19	0,656428571428571	0
10908	26.02.1998	06.03.1998	Sir Rodney's Scones	Кондитерские изделия	300	0,050000001	20	450	Reggiani Caseifici	Реджио-Эмилио	Италия	Reggiani Caseifici	Италия	Воронова	Украина	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Почта	32,96	1,41661891117479	0
10908	26.02.1998	06.03.1998	Manjimup Dried Apples	Фрукты	70	0,050000001	14	2385	Reggiani Caseifici	Реджио-Эмилио	Италия	Reggiani Caseifici	Италия	Воронова	Украина	G'day, Mate	Сидней	Австралия	Почта	32,96	0,33054441260745	0
10909	26.02.1998	10.03.1998	Sir Rodney's Scones	Кондитерские изделия	300	0	12	450	Santu Gourmet	Ставерен	Норвегия	Sante Gourmet	Норвегия	Белова	Россия	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Почта	53,05	2,37537313432836	0
10909	26.02.1998	10.03.1998	Nord-Ost Matjeshering	Рыбопродукты	174,5	0	15	1165,05	Santu Gourmet	Ставерен	Норвегия	Sante Gourmet	Норвегия	Белова	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Почта	53,05	1,38167537313433	0
10909	26.02.1998	10.03.1998	Boston Crab Meat	Рыбопродукты	96,5	0	5	828	Santu Gourmet	Ставерен	Норвегия	Sante Gourmet	Норвегия	Белова	Россия	New England Seafood Cannery	Бостон	США	Почта	53,05	0,764078358208955	0
10910	26.02.1998	04.03.1998	Louisiana Fiery Hot Pepper Sauce	Приправы	92	0	12	947,25	Wilman Kala	Хельсинки	Финляндия	Wilman Kala	Финляндия	Белова	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Иное	38,11	0,77414881872378	0
10910	26.02.1998	04.03.1998	Chocolade	Кондитерские изделия	200	0	10	573,75	Wilman Kala	Хельсинки	Финляндия	Wilman Kala	Финляндия	Белова	Россия	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Иное	38,11	1,68293221461691	0
10910	26.02.1998	04.03.1998	Camembert Pierrot	Молочные продукты	285	0	5	1540	Wilman Kala	Хельсинки	Финляндия	Wilman Kala	Финляндия	Белова	Россия	Gai paturage	Аннеси	Франция	Иное	38,11	2,3981784058291	0
10911	26.02.1998	05.03.1998	Genen Shouyu	Приправы	180	0	10	697,5	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Бабкина	Украина	Mayumi's	Осака	Япония	Ространс	38,19	0,801188811188811	1
10911	26.02.1998	05.03.1998	Vegie-spread	Приправы	390	0	12	1975,5	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Бабкина	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	38,19	1,73590909090909	0
10911	26.02.1998	05.03.1998	Chef Anton's Cajun Seasoning	Приправы	140	0	15	990	Godos Cocina Tipica	Севилья	Испания	Godos Cocina Tipica	Испания	Бабкина	Украина	New Orleans Cajun Delights	Новый Орлеан	США	Ространс	38,19	0,623146853146853	0
10912	26.02.1998	18.03.1998	Rhonbrau Klosterbier	Напитки	1237,9	0,25	60	348,75	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Новиков	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	580,91	8,69812140455282	0
10912	26.02.1998	18.03.1998	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	210	0,25	40	630	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Новиков	Россия	АО Германия-Россия	Москва	Россия	Почта	580,91	1,47556789317077	0
10913	26.02.1998	04.03.1998	Mascarpone Fabioli	Молочные продукты	25	0,25	40	1440	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Воронова	Украина	Formaggi Fortini s.r.l.	Равенна	Италия	Ространс	33,05	0,0861799217731421	0
10913	26.02.1998	04.03.1998	Ravioli Angelo	Хлебобулочные изделия	132,5	0	15	877,5	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Воронова	Украина	Pasta Buttini s.r.l.	Салерно	Италия	Ространс	33,05	0,456753585397653	0
10913	26.02.1998	04.03.1998	Carnarvon Tigers	Рыбопродукты	220	0,25	30	2812,5	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	33,05	0,75838331160365	0
10914	27.02.1998	02.03.1998	Northwoods Cranberry Sauce	Приправы	215	0	25	1800	Queen Cozinha	Сан-Пауло	Бразилия	Queen Cozinha	Бразилия	Акбаев	Россия	Grandma Kelly's Homestead	Анн-Арбор	США	Ространс	21,19	0,8476	0
10915	27.02.1998	02.03.1998	Vegie-spread	Приправы	390	0	10	1975,5	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Новиков	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Почта	3,51	0,253734939759036	0
10915	27.02.1998	02.03.1998	Mascarpone Fabioli	Молочные продукты	25	0	30	1440	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Новиков	Россия	Formaggi Fortini s.r.l.	Равенна	Италия	Почта	3,51	0,0162650602409639	0
10915	27.02.1998	02.03.1998	Perth Pasties	Мясо/птица	74,5	0	10	1476	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Новиков	Россия	G'day, Mate	Сидней	Австралия	Почта	3,51	0,0484698795180723	0
10916	27.02.1998	09.03.1998	Gorgonzola Telino	Молочные продукты	320	0	6	562,5	Rancho grande	Буэнос-Айрес	Аргентина	Rancho grande	Аргентина	Белова	Россия	Formaggi Fortini s.r.l.	Равенна	Италия	Почта	63,77	2,97166156982671	0
10916	27.02.1998	09.03.1998	Gnocchi di nonna Alice	Хлебобулочные изделия	195	0	20	1710	Rancho grande	Буэнос-Айрес	Аргентина	Rancho grande	Аргентина	Белова	Россия	Pasta Buttini s.r.l.	Салерно	Италия	Почта	63,77	1,81085626911315	0
10916	27.02.1998	09.03.1998	Nord-Ost Matjeshering	Рыбопродукты	174,5	0	6	1165,05	Rancho grande	Буэнос-Айрес	Аргентина	Rancho grande	Аргентина	Белова	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Почта	63,77	1,62048419979613	0
10917	02.03.1998	11.03.1998	Lakkalikoori	Напитки	258,9	0	1	810	Romero y tomillo	Мадрид	Испания	Romero y tomillo	Испания	Воронова	Украина	Karkki Oy	Лапинранта	Финляндия	Почта	8,29	0,58659187187406	0
10917	02.03.1998	11.03.1998	Raclette Courdavault	Молочные продукты	340	0	10	2475	Romero y tomillo	Мадрид	Испания	Romero y tomillo	Испания	Воронова	Украина	Gai paturage	Аннеси	Франция	Почта	8,29	0,770340812812594	0
10918	02.03.1998	11.03.1998	Genen Shouyu	Приправы	180	0,25	60	697,5	Bottom-Dollar Markets	Тсавассен	Канада	Bottom-Dollar Markets	Канада	Бабкина	Украина	Mayumi's	Осака	Япония	Иное	48,83	0,45540932642487	1
10918	02.03.1998	11.03.1998	Raclette Courdavault	Молочные продукты	340	0,25	25	2475	Bottom-Dollar Markets	Тсавассен	Канада	Bottom-Dollar Markets	Канада	Бабкина	Украина	Gai paturage	Аннеси	Франция	Иное	48,83	0,860217616580311	0
10919	02.03.1998	04.03.1998	Chartreuse verte	Напитки	184	0	20	810	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Новиков	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	19,8	0,3244745279658	0
10919	02.03.1998	04.03.1998	Flotemysost	Молочные продукты	140	0	24	967,5	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Новиков	Россия	Norske Meierier	Сандвикен	Норвегия	Почта	19,8	0,246882793017456	0
10919	02.03.1998	04.03.1998	Nord-Ost Matjeshering	Рыбопродукты	174,5	0	24	1165,05	LINO-Delicateses	О-в Маргариты	Венесуэла	LINO-Delicateses	Венесуэлла	Новиков	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Почта	19,8	0,307721767011044	0
10920	03.03.1998	09.03.1998	Maxilaku	Кондитерские изделия	162,5	0	24	900	Around the Horn	Лондон	Великобритания	Around the Horn	Великобритания	Воронова	Украина	Karkki Oy	Лапинранта	Финляндия	Почта	29,61	1,23375	0
10921	03.03.1998	09.03.1998	Sasquatch Ale	Напитки	180	0	10	630	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Белова	Россия	Bigfoot Breweries	Бенд	США	Ространс	176,48	1,64082644628099	0
10921	03.03.1998	09.03.1998	Tarte au sucre	Кондитерские изделия	439	0	40	2218,5	Vaffeljernet	Орхус	Дания	Vaffeljernet	Дания	Белова	Россия	Forots d'Erables	Сте-Хиацинте	Канада	Ространс	176,48	4,00179338842975	0
10922	03.03.1998	05.03.1998	Outback Lager	Напитки	45	0	35	675	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Кротов	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	62,74	0,380242424242424	0
10922	03.03.1998	05.03.1998	Vegie-spread	Приправы	390	0	15	1975,5	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Кротов	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Иное	62,74	3,29543434343434	0
10923	03.03.1998	13.03.1998	Chef Anton's Cajun Seasoning	Приправы	140	0,200000003	24	990	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Кралев	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Иное	68,26	1,02098290598291	0
10923	03.03.1998	13.03.1998	Singaporean Hokkien Fried Mee	Хлебобулочные изделия	460	0,200000003	10	630	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Кралев	Россия	Leka Trading	Сингапур	Сингапур	Иное	68,26	3,35465811965812	1
10923	03.03.1998	13.03.1998	Jack's New England Clam Chowder	Рыбопродукты	140	0,200000003	10	434,25	La maison d'Asie	Тулуза	Франция	La maison d'Asie	Франция	Кралев	Россия	New England Seafood Cannery	Бостон	США	Иное	68,26	1,02098290598291	0
10924	04.03.1998	08.04.1998	Guarana Fantastica	Напитки	310	0,100000001	20	202,5	Berglunds snabbkop	Лулео	Швеция	Berglunds snabbkop	Швеция	Бабкина	Украина	Refrescos Americanas LTDA	Сан-Паулу	Бразилия	Почта	151,52	2,30873433275989	1
10924	04.03.1998	08.04.1998	Queso Manchego La Pastora	Молочные продукты	77,5	0	6	1710	Berglunds snabbkop	Лулео	Швеция	Berglunds snabbkop	Швеция	Бабкина	Украина	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	151,52	0,577183583189973	0
10924	04.03.1998	08.04.1998	Longlife Tofu	Фрукты	456	0,100000001	30	450	Berglunds snabbkop	Лулео	Швеция	Berglunds snabbkop	Швеция	Бабкина	Украина	Tokyo Traders	Токио	Япония	Почта	151,52	3,39607372818874	0
10925	04.03.1998	13.03.1998	Steeleye Stout	Напитки	190	0,150000006	25	810	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Бабкина	Украина	Bigfoot Breweries	Бенд	США	Ространс	2,27	0,0771556350626118	0
10925	04.03.1998	13.03.1998	Manjimup Dried Apples	Фрукты	70	0,150000006	12	2385	Hanari Carnes	Рио-де-Жанейро	Бразилия	Hanari Carnes	Бразилия	Бабкина	Украина	G'day, Mate	Сидней	Австралия	Ространс	2,27	0,0284257602862254	0
10926	04.03.1998	11.03.1998	Louisiana Fiery Hot Pepper Sauce	Приправы	92	0	7	947,25	Ana Trujillo Emparelados	Мехико	Мексика	Ana Trujillo Emparedados y helados	Мексика	Воронова	Украина	New Orleans Cajun Delights	Новый Орлеан	США	Иное	39,92	0,713965785381027	0
10926	04.03.1998	11.03.1998	NuNuCa Nuss-Nougat-Creme	Кондитерские изделия	210	0	2	630	Ana Trujillo Emparelados	Мехико	Мексика	Ana Trujillo Emparedados y helados	Мексика	Воронова	Украина	АО Германия-Россия	Москва	Россия	Иное	39,92	1,62970451010886	0
